Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,Swing%,Miss%,Contact%,Strike%,InPlay%,Foul%,InZone%,Chase%,CallStrk%,SwStrk%,P/PA,MxPPA,CompLoc%,NonCompLoc%
1474,1286168833,L. Orbon,Luke Orbon,Orbon,Luke,SS,St. John's University (NY),SJU,4285,St. John's,BBC,L,R,53,230,882,39.5%,23.0%,77.0%,59.8%,39.7%,37.4%,47.6%,22.2%,33.5%,9.1%,3.83,12,80.8%,19.2%
1476,1309405440,J. Bastian,Jaden Bastian,Bastian,Jaden,CF,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,55,261,1036,36.4%,26.5%,73.5%,56.8%,43.2%,30.2%,47.6%,17.1%,31.1%,9.7%,3.97,9,71.7%,28.3%
1477,1304736256,N. Ball,Nathan Ball,Ball,Nathan,1B,Central Michigan University,CMU,5342,Central Michigan,BBC,L,R,44,159,526,43.2%,18.5%,81.5%,60.1%,50.2%,31.3%,47.6%,22.1%,28.6%,8.0%,3.31,9,78.3%,21.7%
1478,1100740096,E. Swidler,Ethan Swidler,Swidler,Ethan,C,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,49,223,901,36.7%,17.5%,82.5%,56.5%,42.6%,39.9%,47.6%,13.3%,31.2%,6.4%,4.04,10,79.0%,21.0%
1479,1126848256,L. Randall,Levi Randall,Randall,Levi,LF,Utah Tech University,UTU,730318592,Utah Tech,BBC,L,R,44,161,654,37.6%,16.3%,83.7%,62.5%,44.7%,39.0%,47.6%,23.5%,40.0%,6.1%,4.06,9,83.2%,16.8%
1480,1093154816,A. Nessler,AJ Nessler,Nessler,AJ,LF,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,R,55,255,925,40.3%,15.3%,84.7%,56.8%,50.1%,34.6%,47.6%,16.5%,27.5%,6.2%,3.63,9,81.2%,18.8%
1481,1126287616,K. Walker,Khalil Walker,Walker,Khalil,CF,University of New Mexico,UNM,730153472,New Mexico,BBC,L,L,53,227,795,43.3%,11.3%,88.7%,60.9%,52.6%,36.0%,47.6%,20.1%,31.0%,4.9%,3.50,9,77.5%,22.5%
1481,1092978688,Z. Kelly,Zane Kelly,Kelly,Zane,RF,San Diego State University,SDSU,730218496,San Diego State,BBC,L,L,56,228,832,48.2%,22.4%,77.6%,64.9%,39.2%,38.4%,47.6%,30.3%,31.3%,10.8%,3.65,10,78.2%,21.8%
1483,1214619904,C. Bishop,Casey Bishop,Bishop,Casey,2B,Towson University,TOWS,730318336,Towson,BBC,R,R,50,181,566,46.3%,18.3%,81.7%,63.2%,48.5%,33.2%,47.6%,26.8%,31.0%,8.5%,3.13,9,78.4%,21.6%
1484,1429508311,T. Castrataro,Tyler Castrataro,Castrataro,Tyler,LF,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,45,190,705,55.2%,37.0%,63.0%,68.6%,29.8%,33.2%,47.6%,36.5%,29.8%,20.4%,3.71,9,79.2%,20.8%
1485,1060614616,J. Dobie,Jayce Dobie,Dobie,Jayce,TWP,University of Nevada,NEV,4784,Nevada,BBC,R,R,55,220,864,40.4%,15.2%,84.8%,60.4%,46.7%,38.1%,47.6%,18.4%,33.6%,6.1%,3.93,9,77.0%,23.0%
1486,1201246976,L. Molessa,Leewood Molessa,Molessa,Leewood,1B,UMBC,UMBC,730210304,UMBC,BBC,R,R,42,183,602,44.0%,27.2%,72.8%,60.2%,46.8%,26.0%,47.6%,23.5%,27.7%,12.0%,3.29,9,76.1%,23.9%
1487,1318667776,J. Pilla,Johnny Pilla,Pilla,Johnny,2B,Stony Brook University,STON,730249984,Stony Brook,BBC,L,R,48,194,744,37.4%,24.5%,75.5%,54.4%,42.1%,33.5%,47.6%,14.4%,26.7%,9.1%,3.84,8,75.8%,24.2%
1488,1192537344,J. Urban,Joseph Urban,Urban,Joseph,CF,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,53,204,725,47.0%,23.2%,76.8%,62.2%,40.5%,36.4%,47.6%,25.5%,28.6%,10.9%,3.55,10,78.6%,21.4%
1489,1092719616,C. Beattie,Chase Beattie,Beattie,Chase,C,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,45,146,521,45.3%,25.4%,74.6%,64.7%,41.5%,33.1%,47.6%,28.6%,34.3%,11.5%,3.57,9,78.5%,21.5%
1490,1310447872,D. Moquin,Dillon Moquin,Moquin,Dillon,RF,Appalachian State University,APP,730240256,Appalachian State,BBC,L,R,43,187,699,46.6%,23.6%,76.4%,62.2%,34.7%,41.7%,47.6%,24.3%,29.2%,11.0%,3.74,10,77.7%,22.3%
1491,1347278068,C. Jacome,Carlos Jacome,Jacome,Carlos,2B,University of South Florida,USF,2292,South Florida,BBC,R,R,49,198,742,40.0%,16.2%,83.8%,61.7%,47.8%,36.0%,47.6%,20.6%,35.9%,6.5%,3.75,10,79.0%,21.0%
1492,1301451776,E. Sullivan,Evin Sullivan,Sullivan,Evin,C,Binghamton University,BING,730155776,Binghamton,BBC,R,R,54,245,878,44.2%,15.7%,84.3%,60.4%,44.1%,40.2%,47.6%,23.5%,29.0%,6.9%,3.58,11,75.3%,24.7%
1492,1266603520,T. Dooley,Ty Dooley,Dooley,Ty,SS,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,L,R,54,223,932,36.5%,21.5%,78.5%,60.3%,38.8%,39.7%,47.6%,21.3%,37.5%,7.8%,4.18,8,82.5%,17.5%
1494,1237790208,J. Schroeder,John Schroeder,Schroeder,John,LF,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,57,249,938,52.5%,29.1%,70.9%,64.5%,33.9%,37.0%,47.6%,31.1%,25.3%,15.2%,3.77,9,77.0%,23.0%
1495,1132722944,T. Rumsey,Ty Rumsey,Rumsey,Ty,CF,University of Evansville,EVAN,730327808,Evansville,BBC,L,R,54,258,935,46.1%,23.4%,76.6%,63.3%,39.9%,36.7%,47.6%,28.0%,31.9%,10.8%,3.62,8,80.7%,19.3%
1496,1342168678,A. Howard,Aden Howard,Howard,Aden,CF,University of San Diego,USD,5320,San Diego,BBC,S,R,56,234,854,48.7%,28.4%,71.6%,68.3%,35.6%,36.1%,47.6%,34.3%,38.1%,13.8%,3.65,9,79.9%,20.1%
1497,1153058304,H. Sobecki,Hayden Sobecki,Sobecki,Hayden,1B,Yale University,YALE,730334464,Yale,BBC,R,R,39,157,527,46.9%,15.4%,84.6%,62.4%,47.0%,37.7%,47.6%,25.9%,29.0%,7.2%,3.36,9,77.7%,22.3%
1498,1219227136,K. Evans,Karson Evans,Evans,Karson,C,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,43,155,618,41.3%,27.1%,72.9%,60.5%,34.9%,38.0%,47.6%,22.2%,32.8%,11.2%,3.99,9,74.5%,25.5%
1499,1465566123,E. Gipson,Eli Gipson,Gipson,Eli,SS,Indiana State University,INST,730350080,Indiana State,BBC,R,R,44,153,573,38.0%,25.7%,74.3%,60.4%,38.5%,35.8%,47.6%,23.2%,35.1%,9.8%,3.75,12,75.7%,24.3%
1500,1201246464,L. Maxwell,Logan Maxwell,Maxwell,Logan,RF,University of Arkansas,ARK,3375,Arkansas,BBC,L,L,51,220,886,45.0%,20.1%,79.9%,61.1%,37.3%,42.6%,47.7%,21.9%,29.1%,9.0%,4.03,12,80.7%,19.3%
1501,1232133376,W. Safford,Will Safford,Safford,Will,SS,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,R,54,199,734,38.7%,16.5%,83.5%,56.1%,47.9%,35.6%,47.7%,16.9%,28.4%,6.4%,3.69,10,79.7%,20.3%
1502,1254171392,R. Borho,Reese Borho,Borho,Reese,LF,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,L,46,157,577,44.0%,22.0%,78.0%,61.5%,40.2%,37.8%,47.7%,22.4%,31.1%,9.7%,3.68,8,79.7%,20.3%
1503,1098309632,R. Bussey,Reggie Bussey,Bussey,Reggie,CF,The Ohio State University,OSU,4144,Ohio State,BBC,L,L,45,179,756,36.0%,21.3%,78.7%,56.7%,42.3%,36.4%,47.7%,16.1%,32.4%,7.7%,4.22,8,79.9%,20.1%
1503,1218142949,N. Traeger,Nolan Traeger,Traeger,Nolan,C,Texas Christian University,TCU,5045,TCU,BBC,L,R,47,189,753,38.1%,15.0%,85.0%,60.2%,45.6%,39.4%,47.7%,21.2%,35.6%,5.7%,3.98,9,80.2%,19.8%
1505,1447316056,C. Greene,Cameron Greene,Greene,Cameron,SS,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,L,R,52,203,788,32.4%,22.0%,78.0%,57.4%,45.5%,32.5%,47.7%,13.2%,35.7%,7.1%,3.88,9,72.2%,27.8%
1506,1079511552,T. Dickinson,Tim Dickinson,Dickinson,Tim,2B,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,L,R,50,221,818,38.6%,20.3%,79.7%,56.4%,45.6%,34.2%,47.7%,15.9%,28.9%,7.8%,3.70,8,77.7%,22.3%
1507,1162591232,I. Walker,Isaiah Walker,Walker,Isaiah,CF,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,53,238,905,44.1%,19.3%,80.7%,62.5%,43.6%,37.1%,47.7%,25.4%,31.2%,8.5%,3.80,10,78.6%,21.4%
1508,1301451265,L. Haskell,Logan Haskell,Haskell,Logan,LF,Binghamton University,BING,730155776,Binghamton,BBC,R,R,47,202,826,31.1%,12.1%,87.9%,55.6%,52.9%,35.0%,47.7%,13.3%,35.5%,3.8%,4.09,9,75.9%,24.1%
1509,1436319825,L. Nunes,Landon Nunes,Nunes,Landon,RF,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,R,48,186,731,35.3%,23.3%,76.7%,58.6%,39.9%,36.8%,47.7%,18.4%,29.8%,8.2%,3.93,8,78.7%,21.3%
1510,1136410112,Z. Toglia,Zach Toglia,Toglia,Zach,3B,University of Portland,PORT,730360320,Portland,BBC,R,R,51,228,880,43.2%,28.4%,71.6%,58.8%,38.2%,33.4%,47.7%,16.8%,27.4%,12.3%,3.86,8,73.7%,26.3%
1511,1310397696,O. Michelson,Owen Michelson,Michelson,Owen,LF,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,40,122,460,38.3%,17.6%,82.4%,60.0%,47.2%,35.2%,47.7%,20.8%,34.8%,6.7%,3.77,8,77.6%,22.4%
1512,1104780104,N. Voss,Nate Voss,Voss,Nate,C,Penn State University,PSU,5326,Penn State,BBC,R,R,43,168,580,49.7%,27.8%,72.2%,64.5%,37.2%,35.1%,47.7%,29.3%,29.5%,13.8%,3.45,10,78.7%,21.3%
1513,1274288640,V. Lackey,Vahn Lackey,Lackey,Vahn,C,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,60,266,975,38.1%,14.8%,85.2%,60.8%,52.6%,32.6%,47.7%,22.8%,36.8%,5.6%,3.67,8,80.4%,19.6%
1514,1279285504,L. Walton,Luke Walton,Walton,Luke,LF,University of Toledo,TOL,5388,Toledo,BBC,L,L,61,266,1044,42.6%,19.8%,80.2%,58.1%,39.1%,41.1%,47.7%,18.2%,27.0%,8.4%,3.92,10,75.6%,24.4%
1515,1197923072,L. Mock,Logan Mock,Mock,Logan,C,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,38,148,527,41.0%,13.4%,86.6%,60.1%,55.1%,31.5%,47.7%,21.4%,32.3%,5.5%,3.56,8,78.0%,22.0%
1516,1303793152,A. Ulloa,Alex Ulloa,Ulloa,Alex,SS,Florida International University,FIU,4468,Florida International,BBC,R,R,58,262,886,53.2%,28.7%,71.3%,64.7%,38.4%,32.9%,47.7%,32.1%,24.6%,15.2%,3.38,9,78.1%,21.9%
1517,1304694272,J. Raifstanger,Jayder Raifstanger,Raifstanger,Jayder,3B,St. John's University (NY),SJU,4285,St. John's,BBC,L,R,52,259,1011,40.8%,15.3%,84.7%,57.8%,42.0%,42.7%,47.7%,16.8%,28.7%,6.2%,3.90,9,80.0%,20.0%
1518,1075204352,M. Brodil,Marcus Brodil,Brodil,Marcus,RF,University of South Florida,USF,2292,South Florida,BBC,L,L,56,239,978,39.0%,26.2%,73.8%,58.3%,34.6%,39.1%,47.7%,17.8%,31.5%,10.2%,4.09,9,80.9%,19.1%
1519,1325899776,T. Emerich,Thomas Emerich,Emerich,Thomas,1B,Indiana State University,INST,730350080,Indiana State,BBC,R,R,46,189,641,42.3%,12.5%,87.5%,63.5%,54.6%,32.8%,47.7%,23.7%,36.3%,5.3%,3.39,8,79.9%,20.1%
1520,1109512960,F. Bates,Finley Bates,Bates,Finley,SS,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,57,260,989,37.3%,12.7%,87.3%,58.5%,50.1%,37.1%,47.7%,14.3%,33.4%,4.8%,3.80,10,78.9%,21.1%
1521,1292501504,T. Waugh,Tyler Waugh,Waugh,Tyler,LF,UAB,UAB,730345984,UAB,BBC,L,R,42,159,687,31.7%,13.8%,86.2%,55.2%,44.5%,41.7%,47.8%,14.0%,34.3%,4.4%,4.32,11,81.0%,19.0%
1522,1297345024,C. Applegate,Carson Applegate,Applegate,Carson,SS,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,49,226,843,39.9%,26.5%,73.5%,57.4%,39.3%,34.2%,47.8%,18.6%,29.2%,10.6%,3.73,10,76.0%,24.0%
1523,1033278870,C. Davis,Charlie Davis,Davis,Charlie,2B,Belmont University,BEL,730190336,Belmont,BBC,L,R,60,282,939,56.1%,15.4%,84.6%,66.2%,43.6%,41.0%,47.8%,31.4%,21.9%,8.6%,3.33,11,79.3%,20.7%
1523,1443201483,O. Galt,Owen Galt,Galt,Owen,SS,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,46,169,555,50.5%,23.9%,76.1%,65.9%,43.6%,32.5%,47.8%,31.4%,31.3%,12.1%,3.28,9,78.5%,21.5%
1523,1717584400,J. Crews,Justen Crews,Crews,Justen,CF,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,52,195,473,46.3%,8.7%,91.3%,61.6%,67.1%,24.2%,47.8%,19.3%,24.3%,4.0%,2.43,9,76.5%,23.5%
1526,1934740630,J. Martinez,Jeremy Martinez,Martinez,Jeremy,C,Indiana State University,INST,730350080,Indiana State,BBC,R,R,48,197,752,43.4%,16.0%,84.0%,62.0%,41.7%,42.3%,47.8%,22.1%,32.3%,6.9%,3.82,11,78.9%,21.1%
1527,1238200064,J. Cruz,Juan Cruz,Cruz,Juan,1B,Alabama State University,ALST,4765,Alabama State,BBC,R,R,60,297,883,49.7%,15.3%,84.7%,63.0%,54.4%,30.3%,47.8%,31.6%,22.3%,7.6%,2.97,10,74.0%,26.0%
1528,1802425630,J. Taylor,Jordan Taylor,Taylor,Jordan,LF,Stetson University,STET,730261504,Stetson,BBC,R,R,63,262,879,53.7%,27.5%,72.5%,67.5%,41.5%,30.9%,47.8%,36.5%,29.3%,14.8%,3.35,9,78.2%,21.8%
1529,1142522368,C. Call,Chase Call,Call,Chase,RF,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,52,248,1040,38.6%,25.4%,74.6%,58.0%,35.7%,38.9%,47.8%,16.4%,31.2%,9.8%,4.19,9,77.4%,22.6%
1530,1207486976,L. Odden,Luke Odden,Odden,Luke,2B,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,S,R,58,225,856,34.8%,14.4%,85.6%,60.3%,52.3%,33.2%,47.8%,17.8%,39.1%,5.0%,3.80,9,81.7%,18.3%
1531,1299762688,M. Schark,Matt Schark,Schark,Matt,3B,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,57,279,959,47.9%,22.0%,78.0%,62.4%,42.0%,35.9%,47.8%,28.1%,27.2%,10.5%,3.44,9,72.7%,27.3%
1532,1269407488,R. Novak,Ryan Novak,Novak,Ryan,LF,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,L,56,257,1124,33.5%,21.8%,78.2%,55.1%,38.2%,40.1%,47.8%,13.8%,32.4%,7.3%,4.37,10,79.3%,20.7%
1533,1086914846,M. Craig,Michael Craig,Craig,Michael,1B,Hofstra University,HOF,730245120,Hofstra,BBC,L,L,44,165,560,50.7%,18.0%,82.0%,65.4%,44.0%,38.0%,47.8%,29.2%,29.6%,9.1%,3.39,13,81.3%,18.7%
1534,1141526016,J. Carrion,Jordan Carrion,Carrion,Jordan,2B,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,47,173,597,50.8%,19.8%,80.2%,64.6%,44.9%,35.3%,47.8%,27.7%,28.0%,10.1%,3.45,12,80.9%,19.1%
1535,1623072769,R. Bolin,Robby Bolin,Bolin,Robby,RF,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,50,154,530,45.1%,16.3%,83.7%,63.0%,43.9%,39.7%,47.8%,26.9%,32.6%,7.4%,3.44,8,81.4%,18.6%
1536,1263748608,J. Mack,Jalon Mack,Mack,Jalon,2B,Southern University,SOU,4767,Southern,BBC,S,R,42,187,699,35.2%,24.0%,76.0%,54.2%,44.7%,31.3%,47.8%,15.5%,28.7%,8.4%,3.74,9,72.7%,27.3%
1537,1122512640,B. Calloway,Bryce Calloway,Calloway,Bryce,TWP,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,54,244,958,42.0%,30.1%,69.9%,59.4%,36.3%,33.6%,47.8%,19.0%,30.0%,12.6%,3.93,10,75.2%,24.8%
1537,1276277221,M. Cash,Matthew Cash,Cash,Matthew,3B,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,51,168,710,36.6%,16.5%,83.5%,60.8%,43.8%,39.6%,47.8%,20.8%,38.2%,6.1%,4.23,12,79.9%,20.1%
1537,1670962097,A. Riess,Axel Riess,Riess,Axel,CF,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,35,125,485,41.0%,27.6%,72.4%,60.8%,35.7%,36.7%,47.8%,19.0%,33.6%,11.3%,3.88,9,77.5%,22.5%
1540,1153449728,J. Gale,Joey Gale,Gale,Joey,RF,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,46,181,610,45.1%,18.9%,81.1%,67.6%,48.0%,33.1%,47.8%,32.1%,40.6%,8.5%,3.37,15,81.3%,18.7%
1541,1100812800,P. Daniels,Phillips Daniels,Daniels,Phillips,C,The Citadel,CIT,730366720,The Citadel,BBC,R,R,57,242,915,38.5%,11.9%,88.1%,58.2%,46.0%,42.0%,47.8%,16.6%,31.9%,4.6%,3.78,10,80.8%,19.2%
1542,1310330368,C. Kerce,Carson Kerce,Kerce,Carson,3B,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,60,244,951,38.9%,15.9%,84.1%,60.7%,45.9%,38.1%,47.8%,21.2%,35.6%,6.2%,3.90,10,79.8%,20.2%
1543,1303156481,B. Burress,Braden Burress,Burress,Braden,LF,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,61,257,957,38.7%,11.4%,88.6%,60.0%,51.1%,37.6%,47.8%,18.4%,34.8%,4.4%,3.72,10,79.6%,20.4%
1544,1087416064,P. Woods,Peyton Woods,Woods,Peyton,1B,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,41,125,502,51.8%,25.0%,75.0%,67.3%,31.5%,43.5%,47.9%,31.8%,32.2%,12.9%,4.02,11,76.3%,23.7%
1545,1187924224,N. Capozzi,Nick Capozzi,Capozzi,Nick,RF,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,52,220,834,42.9%,27.4%,72.6%,60.9%,39.4%,33.2%,47.9%,23.3%,31.5%,11.8%,3.79,9,76.5%,23.5%
1546,1235490304,K. Hager,Kevin Hager,Hager,Kevin,SS,Cornell University,COR,730298624,Cornell,BBC,R,R,34,156,586,43.0%,21.0%,79.0%,59.7%,41.7%,37.3%,47.9%,19.5%,29.3%,9.0%,3.76,9,79.0%,21.0%
1547,1297438720,E. Lopez,Eli Lopez,Lopez,Eli,2B,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,52,244,966,40.1%,15.5%,84.5%,61.1%,43.2%,41.3%,47.9%,18.0%,34.3%,6.2%,3.96,11,80.3%,19.7%
1548,1310924800,S. Gates,Sam Gates,Gates,Sam,RF,George Washington University,GW,730249216,George Washington,BBC,L,R,50,231,903,41.3%,18.5%,81.5%,59.4%,38.3%,43.2%,47.9%,18.1%,30.7%,7.6%,3.91,10,79.0%,21.0%
1549,1306887936,J. Tate,Josh Tate,Tate,Josh,CF,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,59,285,1014,41.3%,15.5%,84.5%,60.6%,50.8%,33.7%,47.9%,19.6%,32.8%,6.4%,3.56,9,77.1%,22.9%
1549,1382478906,G. Petrucelli,Gabe Petrucelli,Petrucelli,Gabe,2B,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,54,242,908,35.6%,8.4%,91.6%,55.7%,53.3%,38.4%,47.9%,15.1%,30.9%,3.0%,3.75,10,72.3%,27.7%
1551,1207760896,M. Heavner,Matt Heavner,Heavner,Matt,3B,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,49,153,522,43.7%,14.5%,85.5%,61.9%,53.9%,31.6%,47.9%,24.7%,32.3%,6.3%,3.41,9,79.8%,20.2%
1552,1165637632,J. Altman,Jake Altman,Altman,Jake,3B,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,R,48,174,604,37.7%,13.2%,86.8%,61.4%,56.1%,30.7%,47.9%,19.3%,37.5%,5.0%,3.47,9,81.9%,18.1%
1553,1240776448,P. Herrera,Patrick Herrera,Herrera,Patrick,3B,University of Kentucky,UK,5362,Kentucky,BBC,R,R,52,215,815,43.7%,19.7%,80.3%,61.7%,38.2%,42.1%,47.9%,20.9%,32.0%,8.6%,3.79,10,78.9%,21.1%
1554,1929966737,J. Embury,Jon Embury,Embury,Jon,3B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,50,177,649,53.5%,27.4%,72.6%,67.3%,31.7%,40.9%,47.9%,33.7%,29.8%,14.6%,3.67,10,75.0%,25.0%
1555,1310533888,K. Kepley,Kane Kepley,Kepley,Kane,CF,University of North Carolina,UNC,730181888,North Carolina,BBC,L,L,61,309,1238,38.3%,10.3%,89.7%,57.2%,45.6%,44.1%,47.9%,15.9%,30.6%,4.0%,4.01,10,80.2%,19.8%
1556,1263498752,M. Wolbert,Mark Wolbert,Wolbert,Mark,CF,UC Davis,UCD,730153984,UC Davis,BBC,L,L,51,188,702,43.4%,18.4%,81.6%,59.5%,40.3%,41.3%,47.9%,20.5%,28.0%,8.0%,3.73,9,78.8%,21.2%
1556,1309684736,B. Burke,Brendan Burke,Burke,Brendan,C,Norfolk State University,NORF,3904,Norfolk State,BBC,L,R,35,125,356,37.6%,29.1%,70.9%,59.0%,47.8%,23.1%,47.9%,23.9%,27.8%,11.0%,2.85,8,82.8%,17.2%
1558,1179477248,C. Lanowitz,Corbin Lanowitz,Lanowitz,Corbin,3B,UNC Asheville,UNCA,1570,UNC Asheville,BBC,L,R,50,230,842,39.4%,10.5%,89.5%,60.8%,51.5%,38.0%,47.9%,20.1%,35.2%,4.2%,3.66,11,79.2%,20.8%
1559,1195528019,B. Miller,Brady Miller,Miller,Brady,2B,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,50,218,791,44.4%,25.6%,74.4%,62.5%,41.3%,33.0%,47.9%,26.3%,32.6%,11.4%,3.63,11,79.4%,20.6%
1560,1245081088,J. Trout,Jackson Trout,Trout,Jackson,RF,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,50,235,916,36.6%,14.3%,85.7%,63.1%,50.1%,35.5%,47.9%,24.8%,41.8%,5.2%,3.90,10,78.9%,21.1%
1561,1212883200,D. Tavarez,Diego Tavarez,Tavarez,Diego,LF,Wagner College,WAG,730192640,Wagner,BBC,L,R,50,233,763,35.1%,12.7%,87.3%,54.8%,56.3%,31.0%,47.9%,12.2%,29.4%,4.5%,3.27,8,73.9%,26.1%
1562,1105526272,T. Bak,Tyler Bak,Bak,Tyler,CF,Wofford College,WOF,730176512,Wofford,BBC,L,L,46,189,730,40.5%,12.5%,87.5%,59.9%,44.6%,42.9%,48.0%,18.5%,32.3%,5.1%,3.86,14,81.7%,18.3%
1563,1969246323,B. Shannon,Brady Shannon,Shannon,Brady,1B,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,47,192,798,41.5%,34.1%,65.9%,59.5%,29.0%,36.9%,48.0%,19.5%,30.4%,14.2%,4.16,8,75.1%,24.9%
1564,1177004288,T. Motley,Tobias Motley,Motley,Tobias,CF,Rice University,RICE,2352,Rice,BBC,R,R,43,135,497,45.9%,32.9%,67.1%,65.8%,36.8%,30.3%,48.0%,29.0%,36.8%,15.1%,3.68,9,80.7%,19.3%
1565,1184447745,H. Hunter,Henry Hunter,Hunter,Henry,C,University of Georgia,UGA,226,Georgia,BBC,L,R,53,210,853,47.9%,36.4%,63.6%,61.0%,28.4%,35.2%,48.0%,24.5%,25.0%,17.5%,4.06,8,79.0%,21.0%
1566,1360727352,J. Williams,Josh Williams,Williams,Josh,RF,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,R,56,242,924,43.0%,18.4%,81.6%,61.5%,38.8%,42.8%,48.0%,24.1%,31.9%,7.9%,3.82,9,76.2%,23.8%
1567,1310787328,D. Bravo,Damian Bravo,Bravo,Damian,RF,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,53,250,868,52.8%,21.6%,78.4%,66.1%,39.5%,38.9%,48.0%,31.0%,28.3%,11.4%,3.47,13,79.2%,20.8%
1567,1093156096,M. Rose,Matt Rose,Rose,Matt,3B,University of South Florida,USF,2292,South Florida,BBC,R,R,44,174,602,47.0%,19.8%,80.2%,63.0%,44.9%,35.3%,48.0%,25.0%,30.1%,9.3%,3.46,7,77.2%,22.8%
1569,1201266944,L. Scales,Luke Scales,Scales,Luke,3B,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,54,234,883,37.9%,11.6%,88.4%,60.6%,51.6%,36.7%,48.0%,19.5%,36.3%,4.4%,3.77,9,78.9%,21.1%
1570,1072428669,D. Davis,Diego Davis,Davis,Diego,2B,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,47,167,595,45.4%,17.4%,82.6%,61.9%,46.3%,36.3%,48.0%,22.7%,29.9%,7.9%,3.56,11,77.8%,22.2%
1571,1341426432,S. Stem,Sam Stem,Stem,Sam,RF,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,L,48,145,509,55.6%,26.5%,73.5%,69.4%,36.4%,37.1%,48.0%,36.0%,31.0%,14.7%,3.51,9,79.9%,20.1%
1572,1360498409,C. Kiper,Christian Kiper,Kiper,Christian,1B,Bellarmine University,BU,730167552,Bellarmine,BBC,L,L,47,146,557,37.9%,28.0%,72.0%,60.0%,43.1%,28.9%,48.0%,22.4%,35.0%,10.6%,3.82,8,79.5%,20.5%
1573,1173787136,S. Feller,Sawyer Feller,Feller,Sawyer,C,Harvard University,HARV,5450,Harvard,BBC,R,R,34,125,501,48.3%,24.4%,75.6%,62.7%,32.2%,43.4%,48.0%,22.8%,27.6%,11.8%,4.01,10,79.4%,20.6%
1574,1204964096,T. Drake,Tyson Drake,Drake,Tyson,LF,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,L,56,271,1003,54.6%,32.8%,67.2%,64.3%,29.2%,38.0%,48.0%,29.0%,20.6%,17.9%,3.70,12,77.4%,22.6%
